SlaT-3052-n4	permoveo	v#v-w1279_MPf2_MP	permoeuo-04	v#01764171			
3052a2	sum	v#v-w2_MPf118_MP	have-mod-91				
SlaT-3053-n1	invado	v#v-w733_MPf5_MP	inuado2-NEW-06	v#01380122	become distributed or widespread		
SlaT-3053-n6	pario	v#v-w746_MPf4_MP	pario2-07	v#01752884			
SlaT-3054-n2	festino	v#v-w860_MPf5_MP	festino-02	v#00459498			
SlaT-3054-n3	trepido	v#v-w837_MPf2_MP	trepido-01	v#00014034			
SlaT-3054-n4	credo	v#v-w146_MPf27_MP	credo-13	v#02664017			
SlaT-3054-n15	gero	v#v-w570_MPf3_MP	gero-15	v#02445509			
SlaT-3054-n18	habeo	v#v-w73_MPf15_MP	have-91				
SlaT-3054-n22	metior	v#v-w188_MPf2_MP	metior-04	v#00681429			
SlaT-3055-n4	incedo	v#v-w765_MPf5_MP	incedo-04	v#01992503			
SlaT-3055-n6	timor	v#v-w1104_MPf3_MP	timeo-01	v#01780202			
SlaT-3055-n12	afflicto	v#v-w1284_MPf1_MP	afflicto-04	v#01802689			
SlaT-3055-n14	tendo	v#v-w176_MPf18_MP	tendo-02	v#00101434			
SlaT-3055-n18	miseror	v#v-w1285_MPf1_MP	miseror-01	v#01821996			
SlaT-3055-n21	rogito	v#v-w1286_MPf2_MP	rogito-01	v#00784342			
SlaT-3055-n23	paveo	v#v-w1287_MPf2_MP	paueo-01	v#01780202			
SlaT-3055-n26	arripio	v#v-w1288_MPf1_MP	arripio-13	v#01212572			
SlaT-3055-n28	diffido	v#v-w1289_MPf1_MP	diffido-01	v#00687926			
SlaT-3055-n29	omitto	v#v-w659_MPf3_MP	omitto-13	v#02228031			
SlaT-3056-n2	moveo	v#v-w360_MPf34_MP	moueo-07/moueo-09	v#00630380/v#00813044			
SlaT-3056-n9	paro	v#v-w572_MPf14_MP	paro-01	v#00406243			
SlaT-3056-n11	interrogo	v#v-w742_MPf3_MP	interrogo-NEW-07	v#00842989	bring an accusation against; level a charge against		
SlaT-3057-n1	venio	v#v-w34_MPf6_MP	uenio-07	v#02005948			
SlaT-3057-n3	causa	v#v-w258_MPf9_MP					
SlaT-3057-n5	dissimulo	v#v-w932_MPf3_MP	dissimulo-06	v#02146790			
SlaT-3057-n6	expurgo	v#v-w1290_MPf1_MP	expurgo-04	v#00904494			
SlaT-3057-n8	lacesso	v#v-w908_MPf2_MP	lacesso-07	v#01120069			
SlaT-3058-n1	habeo	v#v-w73_MPf16_MP	habeo-NEW-24	v#00989602	deliver (a speech, oration, or idea)		
SlaT-3058-n8	timeo	v#v-w567_MPf3_MP	timeo-01	v#01780202			
SlaT-3058-n11	commoveo	v#v-w839_MPf2_MP	commoueo-05/commoueo-06	v#00851239/v#00851625			
SlaT-3058-n16	utilis	v#v-w956_MPf4_MP					
SlaT-3058-n19	edo^editum	v#v-w1291_MPf1_MP	edo2-04	v#00967625			
SlaT-3058-n22	scribo	v#v-w603_MPf8_MP	scribo-05	v#01020356			
SlaT-3059-n2	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
SlaT-3059-n3	assido	v#v-w1292_MPf1_MP	assido-03	v#01984902			
SlaT-3059-n6	paro	v#v-w572_MPf20_MP	paro-01	v#00406243			
SlaT-3059-n7	dissimulo	v#v-w932_MPf4_MP	dissimulo-06	v#02146790			
SlaT-3059-n11	demitto	v#v-w781_MPf2_MP	demitto-19	v#02037683			
SlaT-3059-n14	postulo	v#v-w768_MPf4_MP	postulo-01	v#00752764			
SlaT-3059-n16	credo	v#v-w146_MPf11_MP	credo-02	v#00683280			
3060a1	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
3060a3	postulo	v#v-w768_MPf8_MP	postulo-01	v#00752764			
SlaT-3060-n1	instituo	v#v-w554_MPf4_MP	instituo-01	v#00406243			
SlaT-3060-n2	orior	v#v-w612_MPf5_MP	orior-03/orior-04	v#00360932/v#00361208			
SlaT-3060-n9	habeo	v#v-w73_MPf15_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity		
3061a1	coepio	v#v-w575_MPf2_MP	coepio-01	v#00345761			
3061a3	postulo	v#v-w768_MPf4_MP	postulo-01	v#00752764			
SlaT-3061-n1	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737			
SlaT-3061-n16	opus	v#v-w1019_MPf1_MP					I would not use the nominal frame, but either an abstract predicate (so far not existing) or an equivalent of smth like want-01, verbal. dato però che need-01 (opus-est-01) in latino non sembra esistere, per coerenza questo potrebbe essere opus-est-02. want, plan to.
SlaT-3061-n7	sum	v#v-w2_MPf115_MP	exist-91				
SlaT-3061-n18	perdo	v#v-w533_MPf2_MP	perdo-02	v#01564144			
SlaT-3061-n20	servo	v#v-w580_MPf3_MP	seruo-03/seruo-04/seruo-12/seruo-19/seruo-25	v#01128193/v#01129337/v#02280132/v#02550868/v#02733122			
SlaT-3062-n3	addo	v#v-w443_MPf21_MP	addo-NEW-16	v#01027174	state or say further		
SlaT-3062-n7	obstrepo	v#v-w1293_MPf1_MP	obstrepo-03	v#00910135			
SlaT-3062-n9	voco	v#v-w23_MPf3_MP	uoco-NEW-13	v#01030132	assign a name or title to		
SlaT-3063-n1	inquio	v#v-w194_MPf3_MP	inquam-02	v#01009240			different lemma
SlaT-3063-n5	ago	v#v-w250_MPf18_MP	ago-12	v#01939553			
SlaT-3063-n8	circumvenio	v#v-w838_MPf3_MP	circumenio-04	v#01126700			
3064a1	inquio	v#v-w194_MPf3_MP	inquam-02	v#01009240			
SlaT-3064-n1	restinguo	v#v-w1294_MPf1_MP	restinguo-11	v#02761897			
SlaT-3065-n1	proripio	v#v-w1295_MPf1_MP	proripio-01	v#00459498			
SlaT-3066-n1	proficiscor	v#v-w645_MPf11_MP	proficiscor-03	v#01835496			
SlaT-3066-n4	volvo	v#v-w798_MPf2_MP	uoluo-02	v#00630380			
SlaT-3066-n10	procedo	v#v-w85_MPf34_MP	procedo-02	v#00248659			
SlaT-3066-n14	intelligo	v#v-w117_MPf26_MP	intellego-03	v#00592341			
SlaT-3066-n15	munio	v#v-w874_MPf3_MP	munio-03	v#01128193			
SlaT-3066-n18	vigilia	v#v-w1103_MPf4_MP	uigilo-02	v#02151966			
SlaT-3066-n19	credo	v#v-w146_MPf28_MP	credo-01	v#00631737			
SlaT-3066-n21	facio	v#v-w76_MPf30_MP	facio-23	v#01712704			
SlaT-3066-n23	augeo	v#v-w395_MPf9_MP	augeo-13/augeo-17/augeo-19/augeo-23	v#00229605/v#00263904/ v#00434077/v#00555084			
SlaT-3066-n25	antecapio	v#v-w1194_MPf2_MP	antecapio-01	v#00720808			
SlaT-3066-n27	scribo	v#v-w603_MPf6_MP	scribo-13	v#02471327			
SlaT-3066-n30	sum	v#v-w2_MPf226_MP	doppio dativo?				
SlaT-3066-n32	usus	v#v-w62_MPf8_MP					
SlaT-3067-n2	mando	v#v-w788_MPf3_MP	mando-01/mando-02	v#00746718/v#00747135			
SlaT-3067-n8	cognosco	v#v-w118_MPf24_MP	cognosco-02	v#00594337			
SlaT-3067-n12	possum	v#v-w197_MPf4_MP					
SlaT-3067-n16	confirmo	v#v-w206_MPf12_MP	confirmo-03	v#00220869			
SlaT-3067-n19	maturo	v#v-w1044_MPf4_MP	maturo-01	v#00249969			
SlaT-3067-n22	paro	v#v-w572_MPf10_MP	paro-01	v#00406243			
3068a1	mando	v#v-w788_MPf4_MP	mando-01/mando-02	v#00746718/v#00747135			
SlaT-3068-n1	accedo	v#v-w75_MPf6_MP	accedo-04/accedo-08	v#01843497/v#02053941			
SlaT-3069-n1	mitto	v#v-w228_MPf34_MP	mitto-18	v#01955127			
SlaT-3069-n2	gero	v#v-w570_MPf11_MP	gero-15	v#02445509			
SlaT-3070-n2	testor	v#v-w32_MPf6_MP	testor-06	v#01024864 			
SlaT-3070-n9	capio	v#v-w106_MPf11_MP	capio-19	v#01216670			
3070a5	capio	v#v-w106_MPf11_MP	capio-19	v#01216670			
SlaT-3070-n16	facio	v#v-w76_MPf24_MP	facio-25	v#01752884			
SlaT-3070-n19	sum	v#v-w2_MPf118_MP	have-mod-91				
SlaT-3070-n22	tueor	v#v-w653_MPf5_MP	tueor-06/tueor-07/tueor-14	v#01128193/v#01129337/v#02280132			tutus safe
3070a6	sum	v#v-w2_MPf111_MP	have-mod-91				
SlaT-3070-n27	egeo	v#v-w1109_MPf2_MP	egeo-01	v#01188725			
SlaT-3070-n31	faenerator	v#v-w1296_MPf1_MP	faeneror-NEW-01		lend money at an exorbitant rate of interest		
SlaT-3070-n35	sum	v#v-w2_MPf99_MP	have-mod-91				
SlaT-3070-n37	expers	v#v-w1297_MPf1_MP					
SlaT-3071-n8	utor	v#v-w28_MPf8_MP	utor-10	v#0256133		PAT in ablative	
SlaT-3071-n13	habeo	v#v-w73_MPf15_MP	have-91				
SlaT-3071-n11	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789			
SlaT-3071-n15	liber^solutus	v#v-w1135_MPf4_MP					
SlaT-3072-n1	sum	v#v-w2_MPf96_MP	have-mod-91				
SlaT-3072-n5	faenerator	v#v-w1296_MPf1_MP	faeneror-NEW-01		lend money at an exorbitant rate of interest		
SlaT-3073-n3	opitulor	v#v-w1298_MPf1_MP	opitulor-01	v#00082563			
SlaT-3073-n6	misereor	v#v-w1299_MPf1_MP	misereo-01	v#01821996			
SlaT-3073-n13	solvo	v#v-w199_MPf4_MP	soluo-25/soluo-26/soluo-27	v#02252931/v#02253154/v#02254258			
SlaT-3073-n15	memoria	v#v-w1107_MPf4_MP					
SlaT-3073-n19	alienus	v#v-w1336_MPf3_MP					
SlaT-3073-n20	volo^velle	v#v-w383_MPf2_MP	uolo-05	v#00797697			
SlaT-3074-n1	secedo	v#v-w1234_MPf5_MP	secedo-06	v#02535457			
SlaT-3074-n6	permoveo	v#v-w1279_MPf1_MP	permoueo-03	v#01762528			does not match with same frame elsewhere
SlaT-3074-n8	studium	v#v-w59_MPf9_MP					
SlaT-3074-n9	dominor	v#v-w1113_MPf3_MP	dominor-01	v#02442106			
SlaT-3074-n12	armo	v#v-w865_MPf3_MP	armo-06	v#01088381			
SlaT-3075-n3	peto	v#v-w564_MPf10_MP	peto-03	v#00752493			
SlaT-3075-n10	sum	v#v-w2_MPf225_MP	have-mod-91				
SlaT-3075-n11	causa	v#v-w258_MPf7_MP					manca in latino un verbo per cause, sarebbe causa-esse. efficio/infero non sembrano appropriati. causa-esse potrebbe essere formato, è abbastanza frequente - ma non ce n'è in realtà bisogno. basta usare UMR abstract predicate have-cause-91 and reverse the structure of the sentence.
SlaT-3075-n16	certamen	v#v-w1108_MPf4_MP					perchè certamen è predicate, bellum no? need of consistency
SlaT-3075-n20	amitto	v#v-w596_MPf4_MP	amitto-12	v#02287789			
3075a1	amitto	v#v-w596_MPf4_MP	amitto-12	v#02287789			
SlaT-3076-n1	obtestor	v#v-w1300_MPf1_MP	obtestor-01	v#00759269			
SlaT-3076-n6	consulo	v#v-w630_MPf5_MP	consulo-NEW-14	v#02549847	have care or look after		
SlaT-3076-n9	restituo	v#v-w855_MPf2_MP	restituo-08	v#02426799			
SlaT-3076-n12	eripio	v#v-w588_MPf10_MP	eripio-04	v#00571596			
SlaT-3076-n16	impono	v#v-w369_MPf7_MP	impono-04	v#00748282			
SlaT-3076-n18	necessitudo	v#v-w1224_MPf1_MP					
SlaT-3076-n20	quaero	v#v-w482_MPf13_MP	quaero-15	v#02153709			
SlaT-3076-n21	pereo	v#v-w578_MPf2_MP	pereo-02	v#00358431			
SlaT-3076-n25	ulciscor	v#v-w892_MPf2_MP	ulciscor-01	v#01153486			
SlaT-3077-n1	respondeo	v#v-w342_MPf11_MP	respondeo-02	v#00815686			PAT missing in V2
SlaT-3077-n7	peto	v#v-w564_MPf6_MP	peto-04	v#00753734			
SlaT-3077-n10	discedo	v#v-w641_MPf3_MP	discedo-NEW-12		lay down one's arms		def not from WN. Idiomatic expression.
SlaT-3077-n12	proficiscor	v#v-w645_MPf12_MP	proficiscor-04	v#01848718			
3078a1	respondeo	v#v-w342_MPf12_MP	respondeo-02	v#00815686			
SlaT-3078-n1	sum	v#v-w2_MPf225_MP	have-mod-91				
SlaT-3078-n10	peto	v#v-w564_MPf7_MP	peto-03	v#00752493			
SlaT-3078-n15	auxilium	v#v-w1110_MPf7_MP	auxilior-03	v#02547586			
SlaT-3079-n2	mitto	v#v-w228_MPf17_MP	mitto-06	v#01031256			
SlaT-3080-n3	circumvenio	v#v-w838_MPf3_MP	circumenio-04	v#01126700			
SlaT-3080-n7	resisto	v#v-w725_MPf2_MP	resisto-04	v#02706816			
SlaT-3080-n10	cedo	v#v-w583_MPf4_MP	cedo-24	v#02235229			does not match with same frame elsewhere
SlaT-3080-n12	proficiscor	v#v-w645_MPf13_MP	proficiscor-04	v#01848718			
SlaT-3080-n16	sum	v#v-w2_MPf115_MP	have-mod-91				
SlaT-3080-n19	conscius	v#v-w1301_MPf1_MP					
SlaT-3080-n23	sum	v#v-w2_MPf118_MP	have-mod-91				
SlaT-3080-n27	orior	v#v-w612_MPf3_MP	orior-10	v#02625786			
SlaT-3080-n28	contentio	v#v-w1302_MPf1_MP	contendo-11	v#01090335			
SlaT-3080-n30	seditio	v#v-w1303_MPf1_MP	surgo-15	v#02583139 			verb sed- something does not exist. Could have been insurgo-NEW-01, but surgo was already available.
SlaT-3081-n1	recito	v#v-w1280_MPf1_MP	recito-02	v#01051364			
SlaT-3081-n3	diversus	v#v-w323_MPf3_MP					
SlaT-3081-n5	longus	v#v-w1402_MPf3_MP					
SlaT-3081-n6	dico	v#v-w9_MPf42_MP	dico2-21	v#01016002			
SlaT-3081-n7	reddo	v#v-w358_MPf6_MP	reddo-08	v#01438304			
SlaT-3082-n1	scribo	v#v-w603_MPf6_MP	scribo-03	v#01000214			
SlaT-3084-n1	tribuo	v#v-w416_MPf3_MP	tribuo-03/tribuo-07/tribuo-08	v#00748972/v#02255268/v#02255462			
SlaT-3084-n6	cognosco	v#v-w118_MPf21_MP	cognosco-06	v#00598954			
SlaT-3084-n14	commendatio	v#v-w1304_MPf2_MP	commendo2-08	v#02356230			
SlaT-3085-n1	statuo	v#v-w624_MPf3_MP	statuo-04	v#00697589			
SlaT-3085-n5	paro	v#v-w572_MPf10_MP	paro-06	v#00735571			does not match with same frame elsewhere
SlaT-3085-n6	defensio	v#v-w1049_MPf1_MP	defendo-05	v#00895304			
SlaT-3085-n7	consilium	v#v-w316_MPf1_MP	decido-02	v#00697589			consilium-08 as in consilium-esse > decido-02
SlaT-3086-n1	decerno	v#v-w635_MPf9_MP	decerno-02	v#00697589			does not match with same frame elsewhere (is the other one correct?)
SlaT-3086-n2	propono	v#v-w68_MPf29_MP	propono-06	v#01009240			
SlaT-3086-n11	conscientia	v#v-w1145_MPf4_MP	conscio-01	v#00594621			
SlaT-3086-n8	cognosco	v#v-w118_MPf36_MP	cognosco-03/cognosco-08	v#00594621/v#00728617			
SlaT-3087-n1	suscipio	v#v-w763_MPf2_MP	suscipio-14	v#02346724			
SlaT-3087-n2	concito	v#v-w866_MPf3_MP	concito2-05	v#00851239			
SlaT-3087-n6	obtineo	v#v-w5_MPf7_MP	obtineo-NEW-01	v#02210855	come into the possession of something concrete or abstract		
SlaT-3087-n7	privo	v#v-w1305_MPf1_MP	priuo-07	v#02321391			
SlaT-3087-n17	causa	v#v-w258_MPf7_MP	causa-NEW-21	n#09178999	aim or principle which a group of people supports or is fighting for		
SlaT-3087-n25	solvo	v#v-w199_MPf6_MP	soluo-25/soluo-26/soluo-27	v#02252931/v#02253154/v#02254258			
SlaT-3087-n27	alienus	v#v-w1336_MPf3_MP					
SlaT-3087-n32	persolvo	v#v-w1306_MPf1_MP	persoluo-02	v#02253154			
SlaT-3087-n34	alienus	v#v-w1336_MPf3_MP					
SlaT-3087-n42	video	v#v-w16_MPf63_MP	uideo-08	v#02128873			
SlaT-3087-n44	dignus	v#v-w1361_MPf4_MP					
SlaT-3087-n46	honesto	v#v-w1307_MPf1_MP	honesto-03	v#02546876			
SlaT-3087-n48	sentio	v#v-w574_MPf4_MP	sentio-21	v#02118476			
SlaT-3087-n49	alieno	v#v-w1308_MPf1_MP	alieno-16	v#02597246			
SlaT-3088-n1	sequor	v#v-w109_MPf22_MP	sequor-01	v#00150776			
SlaT-3088-n9	conservo	v#v-w1057_MPf3_MP	conseruo-06	v#02679899			
SlaT-3089-n1	nuntio	v#v-w682_MPf6_MP	nuntio-05	v#00873682			
SlaT-3089-n2	scribo	v#v-w603_MPf9_MP	scribo-06	v#01031966			
SlaT-3089-n4	paro	v#v-w572_MPf10_MP	paro-01	v#00406243			does not match with same frame elsewhere (is the other one correct?)
SlaT-3090-n4	commendo	v#v-w1309_MPf1_MP	commendo2-08	v#02356230			
SlaT-3090-n7	trado	v#v-w148_MPf9_MP	trado-10	v#02349212 			
SlaT-3091-n1	rogo	v#v-w625_MPf6_MP	rogo-01	v#00752493			
SlaT-3091-n2	defendo	v#v-w620_MPf6_MP	defendo-09/defendo-21	v#01128193/v#02733122			
